name,population
"Brotas de Macaúbas, BA",10341
"Brumado, BA",67048
"Buerarema, BA",18391
"Buritirama, BA",21067
"Caatiba, BA",7043
"Cabaceiras do Paraguaçu, BA",18698
"Cachoeira, BA",33861
"Caculé, BA",23045
"Caém, BA",9372
"Caetanos, BA",15524
"Caetité, BA",50861
"Cafarnaum, BA",18356
"Cairu, BA",17913
"Caldeirão Grande, BA",13260
"Camacan, BA",31968
"Camaçari, BA",293723
"Camamu, BA",35248
"Campo Alegre de Lourdes, BA",28844
"Campo Formoso, BA",70912
"Canápolis, BA",9719
"Canarana, BA",26020
"Canavieiras, BA",31301
"Candeal, BA",8338
"Candeias, BA",86677
"Candiba, BA",14268
"Cândido Sales, BA",25332
"Cansanção, BA",34784
"Canudos, BA",16752
"Capela do Alto Alegre, BA",11660
"Capim Grosso, BA",30451
"Caraíbas, BA",9107
"Caravelas, BA",21937
"Cardeal da Silva, BA",9240
"Carinhanha, BA",28965
"Casa Nova, BA",71366
"Castro Alves, BA",26209
"Catolândia, BA",3555
"Catu, BA",54424
"Caturama, BA",9340
"Central, BA",17252
"Chorrochó, BA",11154
"Cícero Dantas, BA",33356
"Cipó, BA",17097
"Coaraci, BA",17458
"Cocos, BA",18746
"Conceição da Feira, BA",22392
"Conceição do Almeida, BA",17332
"Conceição do Coité, BA",66191
"Conceição do Jacuípe, BA",32909
"Conde, BA",25630
"Condeúba, BA",17319
"Contendas do Sincorá, BA",4086
"Coração de Maria, BA",22719
"Cordeiros, BA",8585
"Coribe, BA",14240
"Coronel João Sá, BA",15801
"Correntina, BA",32081
"Cotegipe, BA",13796
"Cravolândia, BA",5349
"Crisópolis, BA",21040
"Cristópolis, BA",13872
"Cruz das Almas, BA",62871
"Curaçá, BA",34389
"Dário Meira, BA",10906
"Dias d'Ávila, BA",79685
"Dom Basílio, BA",12155
"Dom Macedo Costa, BA",4050
"Elísio Medrado, BA",8119
"Encruzilhada, BA",17593
"Entre Rios, BA",41654
"Esplanada, BA",36882
"Euclides da Cunha, BA",59842
"Eunápolis, BA",112318
"Fátima, BA",17601
"Feira da Mata, BA",5668
"Feira de Santana, BA",609913
"Filadélfia, BA",16410
"Firmino Alves, BA",5604
"Floresta Azul, BA",10686
"Formosa do Rio Preto, BA",25311
"Gandu, BA",32202
"Gavião, BA",4487
"Gentio do Ouro, BA",11206
"Glória, BA",15208
"Gongogi, BA",7276
"Governador Mangabeira, BA",20679
"Guajeru, BA",7239
"Guanambi, BA",84014
"Guaratinga, BA",20991
"Heliópolis, BA",13076
"Iaçu, BA",24496
"Ibiassucê, BA",9427
"Ibicaraí, BA",22014
"Ibicoara, BA",19346
"Ibicuí, BA",16162
"Ibipeba, BA",18097
"Ibipitanga, BA",14856
"Ibiquera, BA",4043
"Ibirapitanga, BA",23343
"Ibirapuã, BA",8581
"Ibirataia, BA",15760
"Ibitiara, BA",16272
"Ibititá, BA",17150
"Ibotirama, BA",26846
"Ichu, BA",6194
"Igaporã, BA",15630
"Igrapiúna, BA",13367
"Iguaí, BA",26868
"Ilhéus, BA",164844
"Inhambupe, BA",39499
"Ipecaetá, BA",14625
"Ipiaú, BA",45823
"Ipirá, BA",59763
"Ipupiara, BA",9817
"Irajuba, BA",7243
"Iramaia, BA",8893
"Iraquara, BA",24942
"Irará, BA",28892
"Irecê, BA",72386
"Itabela, BA",30413
"Itaberaba, BA",64325
"Itabuna, BA",212740
"Itacaré, BA",27891
"Itaeté, BA",15999
"Itagi, BA",12462
"Itagibá, BA",14712
"Itagimirim, BA",6914
"Itaguaçu da Bahia, BA",14311
"Itaju do Colônia, BA",6770
"Itajuípe, BA",20587
"Itamaraju, BA",64521
"Itamari, BA",8069
"Itambé, BA",23358
"Itanagra, BA",6445
"Itanhém, BA",19499
"Itaparica, BA",22114
"Itapé, BA",9008
"Itapebi, BA",10306
"Itapetinga, BA",75470
"Itapicuru, BA",35256
"Itapitanga, BA",10328
"Itaquara, BA",8288
"Itarantim, BA",19646
"Itatim, BA",14432
"Itiruçu, BA",12624
"Itiúba, BA",36063
"Itororó, BA",20375
"Ituaçu, BA",18889
"Ituberá, BA",28457
"Iuiú, BA",10969
"Jaborandi, BA",8496
"Jacaraci, BA",14834
"Jacobina, BA",80394
"Jaguaquara, BA",54163
"Jaguarari, BA",33385
"Jaguaripe, BA",18588
"Jandaíra, BA",10691
"Jequié, BA",155800
"Jeremoabo, BA",40232
"Jiquiriçá, BA",14516
"Jitaúna, BA",11540
"João Dourado, BA",24964
"Juazeiro, BA",215183
"Jucuruçu, BA",9272
"Jussara, BA",15307
"Jussari, BA",5902
"Jussiape, BA",6406
"Lafaiete Coutinho, BA",3757
"Lajedo do Tabocal, BA",15555
"Lagoa Real, BA",23638
"Laje, BA",3934
"Lajedão, BA",3808
"Lajedinho, BA",8546
"Lamarão, BA",8430
"Lapão, BA",27170
"Lauro de Freitas, BA",195095
"Lençóis, BA",11315
"Licínio de Almeida, BA",12406
"Livramento de Nossa Senhora, BA",45388
"Luís Eduardo Magalhães, BA",84753
"Macajuba, BA",11364
"Macarani, BA",18592
"Macaúbas, BA",49474
"Macururé, BA",7862
"Madre de Deus, BA",20737
"Maetinga, BA",3577
"Maiquinique, BA",10016
"Mairi, BA",18753
"Malhada, BA",16830
"Malhada de Pedras, BA",8430
"Manoel Vitorino, BA",13397
"Mansidão, BA",13546
"Maracás, BA",21295
"Maragogipe, BA",44555
"Maraú, BA",20518
"Marcionílio Souza, BA",10434
"Mascote, BA",13931
"Mata de São João, BA",46014
"Matina, BA",12116
"Medeiros Neto, BA",22659
"Miguel Calmon, BA",26159
"Milagres, BA",11009
"Mirangaba, BA",18195
"Mirante, BA",8844
"Monte Santo, BA",49565
"Morpará, BA",8542
"Morro do Chapéu, BA",35383
"Mortugaba, BA",12031
"Mucugê, BA",9244
"Mucuri, BA",41221
"Mulungu do Morro, BA",11114
"Mundo Novo, BA",26575
"Muniz Ferreira, BA",7399
"Muquém de São Francisco, BA",11280
"Muritiba, BA",29387
"Mutuípe, BA",22156
"Nazaré, BA",28451
"Nilo Peçanha, BA",13914
"Nordestina, BA",13095
"Nova Canaã, BA",16451
"Nova Fátima, BA",7802
"Nova Ibiá, BA",6631
"Nova Itarana, BA",8172
"Nova Redenção, BA",9115
"Nova Soure, BA",24493
"Nova Viçosa, BA",42950
"Novo Horizonte, BA",12241
"Novo Triunfo, BA",15380
"Olindina, BA",28152
"Oliveira dos Brejinhos, BA",21838
"Ouriçangas, BA",8557
"Ourolândia, BA",17389
"Palmas de Monte Alto, BA",21703
"Palmeiras, BA",8961
"Paramirim, BA",21518
"Paratinga, BA",31853
"Paripiranga, BA",28956
"Pau Brasil, BA",9981
"Paulo Afonso, BA",117014
"Pé de Serra, BA",13601
"Pedrão, BA",7298
"Pedro Alexandre, BA",17486
"Piatã, BA",17269
"Pilão Arcado, BA",34486
"Pindaí, BA",16234
"Pindobaçu, BA",20204
"Pintadas, BA",10482
"Piraí do Norte, BA",10007
"Piripá, BA",10952
"Piritiba, BA",24538
"Planaltino, BA",9272
"Planalto, BA",26092
"Poções, BA",46862
"Pojuca, BA",39045
"Ponto Novo, BA",15012
"Porto Seguro, BA",146625
"Potiraguá, BA",7549
"Prado, BA",28152
"Presidente Dutra, BA",15121
"Presidente Jânio Quadros, BA",12505
"Presidente Tancredo Neves, BA",27422
"Queimadas, BA",25445
"Quijingue, BA",27533
"Quixabeira, BA",8990
"Rafael Jambeiro, BA",22610
"Remanso, BA",41200
"Retirolândia, BA",14295
"Riachão das Neves, BA",22343
"Riachão do Jacuípe, BA",33403
"Riacho de Santana, BA",35240
"Ribeira do Amparo, BA",14843
"Ribeira do Pombal, BA",52956
"Ribeirão do Largo, BA",6304
"Rio de Contas, BA",13048
"Rio do Antônio, BA",15289
"Rio do Pires, BA",11645
"Rio Real, BA",40475
"Rodelas, BA",9213
"Ruy Barbosa, BA",30767
"Salinas da Margarida, BA",15463
"Salvador, BA",2857329
"Santa Bárbara, BA",20694
"Santa Brígida, BA",14088
"Santa Cruz Cabrália, BA",27626
"Santa Cruz da Vitória, BA",6354
"Santa Inês, BA",10656
"Santaluz, BA",37158
"Santa Luzia, BA",12751
"Santa Maria da Vitória, BA",39920
"Santana, BA",26517
"Santanópolis, BA",8920
"Santa Rita de Cássia, BA",28192
"Santa Teresinha, BA",10345
"Santo Amaro, BA",59512
"Santo Antônio de Jesus, BA",100605
"Santo Estêvão, BA",52413
"São Desidério, BA",33193
"São Domingos, BA",9042
"São Félix, BA",14717
"São Félix do Coribe, BA",15310
"São Felipe, BA",21069
"São Francisco do Conde, BA",39338
"São Gabriel, BA",18798
"São Gonçalo dos Campos, BA",37139
"São José da Vitória, BA",5710
"São José do Jacuípe, BA",10417
"São Miguel das Matas, BA",11645
"São Sebastião do Passé, BA",44164
"Sapeaçu, BA",17387
"Sátiro Dias, BA",19644
"Saubara, BA",11978
"Saúde, BA",12883
"Seabra, BA",43941
"Sebastião Laranjeiras, BA",11351
"Senhor do Bonfim, BA",78588
"Serra do Ramalho, BA",31532
"Sento Sé, BA",40703
"Serra Dourada, BA",17452
"Serra Preta, BA",15064
"Serrinha, BA",80411
"Serrolândia, BA",13347
"Simões Filho, BA",132906
"Sítio do Mato, BA",12965
"Sítio do Quinto, BA",10316
"Sobradinho, BA",22806
"Souto Soares, BA",16905
"Tabocas do Brejo Velho, BA",12517
"Tanhaçu, BA",20416
"Tanque Novo, BA",17285
"Tanquinho, BA",7909
"Taperoá, BA",20889
"Tapiramutá, BA",17046
"Teixeira de Freitas, BA",158445
"Teodoro Sampaio, BA",7493
"Teofilândia, BA",22479
"Teolândia, BA",14860
"Terra Nova, BA",12965
"Tremedal, BA",16608
"Tucano, BA",50568
"Uauá, BA",24486
"Ubaíra, BA",19914
"Ubaitaba, BA",19275
"Ubatã, BA",26795
"Uibaí, BA",13884
"Umburanas, BA",19034
"Una, BA",19484
"Urandi, BA",16651
"Uruçuca, BA",20630
"Utinga, BA",19098
"Valença, BA",95858
"Valente, BA",28130
"Várzea da Roça, BA",14087
"Várzea do Poço, BA",9130
"Várzea Nova, BA",12772
"Varzedo, BA",8895
"Vera Cruz, BA",42706
"Vereda, BA",6258
"Vitória da Conquista, BA",338885
"Wagner, BA",9347
"Wanderley, BA",12299
"Wenceslau Guimarães, BA",21228
"Xique-Xique, BA",46440
"Abadia dos Dourados, MG",6972
"Abaeté, MG",23223
"Abre Campo, MG",13465
"Acaiaca, MG",3994
"Açucena, MG",9575
"Água Boa, MG",13600
"Água Comprida, MG",2005
"Aguanil, MG",4448
"Águas Formosas, MG",19166
"Águas Vermelhas, MG",13477
"Aimorés, MG",25193
"Aiuruoca, MG",6032
"Alagoa, MG",2683
"Albertina, MG",3003
"Além Paraíba, MG",35321
"Alfenas, MG",79481
"Alfredo Vasconcelos, MG",6831
"Almenara, MG",41642
"Alpercata, MG",7411
"Alpinópolis, MG",19745
"Alterosa, MG",14414
"Alto Caparaó, MG",5799
"Alto Rio Doce, MG",11146
"Alvarenga, MG",3973
"Alvinópolis, MG",15239
"Alvorada de Minas, MG",3606
"Amparo do Serra, MG",4751
"Andradas, MG",40747
"Cachoeira de Pajeú, MG",9382
"Andrelândia, MG",12242
"Angelândia, MG",8481
"Antônio Carlos, MG",11432
"Antônio Dias, MG",9363
"Antônio Prado de Minas, MG",1609
"Araçaí, MG",2341
"Aracitaba, MG",2066
"Araçuaí, MG",36705
"Araguari, MG",116691
"Arantina, MG",2804
"Araponga, MG",8425
"Araporã, MG",6804
"Arapuá, MG",2833
"Araújos, MG",9142
"Araxá, MG",105083
"Arceburgo, MG",10657
"Arcos, MG",39793
"Areado, MG",14955
"Argirita, MG",2751
"Aricanduva, MG",5191
"Arinos, MG",17888
"Astolfo Dutra, MG",14085
"Ataléia, MG",13064
"Augusto de Lima, MG",4888
"Baependi, MG",19094
"Baldim, MG",7851
"Bambuí, MG",23757
"Bandeira, MG",4825
"Bandeira do Sul, MG",5713
"Barão de Cocais, MG",32319
"Barão de Monte Alto, MG",5443
"Barbacena, MG",136392
"Barra Longa, MG",5250
"Barroso, MG",20720
"Bela Vista de Minas, MG",10248
"Belmiro Braga, MG",3433
"Belo Horizonte, MG",2501576
"Belo Oriente, MG",26396
"Belo Vale, MG",7710
"Berilo, MG",11995
"Bertópolis, MG",4602
"Berizal, MG",4705
"Betim, MG",432575
"Bias Fortes, MG",3430
"Bicas, MG",14431
"Biquinhas, MG",2532
"Boa Esperança, MG",40031
"Bocaina de Minas, MG",5091
"Bocaiúva, MG",49942
"Bom Despacho, MG",50166
"Bom Jardim de Minas, MG",6489
"Bom Jesus da Penha, MG",4190
"Bom Jesus do Amparo, MG",6031
"Bom Jesus do Galho, MG",15010
"Bom Repouso, MG",10558
"Bom Sucesso, MG",17598
"Bonfim, MG",6876
"Bonfinópolis de Minas, MG",5544
"Bonito de Minas, MG",11088
"Borda da Mata, MG",19202
"Botelhos, MG",14995
"Botumirim, MG",6350
"Brasilândia de Minas, MG",16321
"Brasília de Minas, MG",32288
"Brás Pires, MG",4374
"Braúnas, MG",4835
"Brazópolis, MG",14508
"Brumadinho, MG",39520
"Bueno Brandão, MG",11010
"Buenópolis, MG",10377
"Bugre, MG",4074
"Buritis, MG",24663
"Buritizeiro, MG",27988
"Cabeceira Grande, MG",6909
"Cabo Verde, MG",14075
"Cachoeira da Prata, MG",3616
"Cachoeira de Minas, MG",11514
"Cachoeira Dourada, MG",2677
"Caetanópolis, MG",11495
"Caeté, MG",44377
"Caiana, MG",5450
"Cajuri, MG",4002
"Caldas, MG",14417
"Camacho, MG",2934
"Camanducaia, MG",21738
"Cambuí, MG",29278
"Cambuquira, MG",12816
"Campanário, MG",3711
"Campanha, MG",16565
"Campestre, MG",21056
"Campina Verde, MG",19738
"Campo Azul, MG",3810
"Campo Belo, MG",53866
"Campo do Meio, MG",11658
"Campo Florido, MG",8029
"Campos Altos, MG",15356
"Campos Gerais, MG",28703
"Canaã, MG",4579
"Canápolis, MG",12025
"Cana Verde, MG",5612
"Candeias, MG",14883
"Cantagalo, MG",4498
"Caparaó, MG",5424
"Capela Nova, MG",4673
"Capelinha, MG",37856
"Capetinga, MG",6952
"Capim Branco, MG",9679
"Capinópolis, MG",16109
"Capitão Andrade, MG",5420
"Capitão Enéas, MG",15153
"Capitólio, MG",8601
"Caputira, MG",9287
"Caraí, MG",23586
"Caranaíba, MG",3200
"Carandaí, MG",25327
"Carangola, MG",32988
"Caratinga, MG",91503
"Carbonita, MG",9396
"Careaçu, MG",6721
"Carlos Chagas, MG",19007
"Carmésia, MG",2617
"Carmo da Cachoeira, MG",12158
"Carmo da Mata, MG",11439
"Carmo de Minas, MG",14769
"Carmo do Cajuru, MG",22257
"Carmo do Paranaíba, MG",30324
"Carmo do Rio Claro, MG",21180
"Carmópolis de Minas, MG",19144
"Carneirinho, MG",9986
"Carrancas, MG",4044
"Carvalhópolis, MG",3560
"Carvalhos, MG",4495
"Casa Grande, MG",2260
"Cascalho Rico, MG",3057
"Cássia, MG",17739
"Conceição da Barra de Minas, MG",3962
"Cataguases, MG",74691
"Catas Altas, MG",5330
"Catas Altas da Noruega, MG",3629
"Catuji, MG",6366
"Catuti, MG",5008
"Caxambu, MG",21703
"Cedro do Abaeté, MG",1171
"Central de Minas, MG",7017
"Centralina, MG",10425
"Chácara, MG",3121
"Chalé, MG",5709
"Chapada do Norte, MG",15368
"Chapada Gaúcha, MG",13397
"Chiador, MG",2702
"Cipotânea, MG",6774
"Claraval, MG",4810
"Claro dos Poções, MG",7590
"Cláudio, MG",28366
"Coimbra, MG",7517
"Coluna, MG",8907
"Comendador Gomes, MG",3103
"Comercinho, MG",7090
"Conceição da Aparecida, MG",10261
"Conceição das Pedras, MG",2811
"Conceição das Alagoas, MG",27425
"Conceição de Ipanema, MG",4570
"Conceição do Mato Dentro, MG",17641
"Conceição do Pará, MG",5480
"Conceição do Rio Verde, MG",13590
"Conceição dos Ouros, MG",11525
"Cônego Marinho, MG",7595
"Confins, MG",6657
"Congonhal, MG",11813
"Congonhas, MG",54196
"Congonhas do Norte, MG",5044
"Conquista, MG",6908
"Conselheiro Lafaiete, MG",127539
"Conselheiro Pena, MG",22892
"Consolação, MG",1782
"Contagem, MG",659070
"Coqueiral, MG",9191
"Coração de Jesus, MG",26592
"Cordisburgo, MG",8883
"Cordislândia, MG",3534
"Corinto, MG",23797
"Coroaci, MG",10040
"Coromandel, MG",27982
"Coronel Fabriciano, MG",109405
"Coronel Murta, MG",9228
"Coronel Pacheco, MG",3080
"Coronel Xavier Chaves, MG",3426
"Córrego Danta, MG",3241
"Córrego do Bom Jesus, MG",3714
"Córrego Fundo, MG",6290
"Córrego Novo, MG",2814
"Couto de Magalhães de Minas, MG",4396
"Crisólita, MG",6646
"Cristais, MG",12660
"Cristália, MG",5960
"Cristiano Otoni, MG",5145
"Cristina, MG",10258
"Crucilândia, MG",5014
"Cruzeiro da Fortaleza, MG",4134
"Cruzília, MG",15358
"Cuparaque, MG",4960
"Curral de Dentro, MG",7656
"Curvelo, MG",79625
"Datas, MG",5399
"Delfim Moreira, MG",8035
"Delfinópolis, MG",7098
"Delta, MG",10291
"Descoberto, MG",4996
"Desterro de Entre Rios, MG",7232
"Desterro do Melo, MG",2919
"Diamantina, MG",47617
"Diogo de Vasconcelos, MG",3814
"Dionísio, MG",7852
"Divinésia, MG",3411
"Divino, MG",19884
"Divino das Laranjeiras, MG",4984
"Divinolândia de Minas, MG",7527
"Divinópolis, MG",235977
"Divisa Alegre, MG",6702
"Divisa Nova, MG",5996
"Divisópolis, MG",10820
"Dom Bosco, MG",3699
"Dom Cavati, MG",5097
"Dom Joaquim, MG",4482
"Dom Silvério, MG",5243
"Dom Viçoso, MG",3007
"Dona Eusébia, MG",6523
"Dores de Campos, MG",10081
"Dores de Guanhães, MG",5185
"Dores do Indaiá, MG",13541
"Dores do Turvo, MG",4289
"Doresópolis, MG",1521
"Douradoquara, MG",1905
"Durandé, MG",7811
"Elói Mendes, MG",27823
"Engenheiro Caldas, MG",11064
"Engenheiro Navarro, MG",7244
"Entre Folhas, MG",5362
"Entre Rios de Minas, MG",15214
"Ervália, MG",18829
"Esmeraldas, MG",70200
"Espera Feliz, MG",24773
"Espinosa, MG",31624
"Espírito Santo do Dourado, MG",4673
"Estiva, MG",11321
"Estrela Dalva, MG",2361
"Estrela do Indaiá, MG",3508
"Estrela do Sul, MG",7936
"Eugenópolis, MG",11218
"Ewbank da Câmara, MG",3904
"Extrema, MG",35474
"Fama, MG",2379
"Faria Lemos, MG",3262
"Felício dos Santos, MG",4804
"São Gonçalo do Rio Preto, MG",3161
"Felisburgo, MG",7409
"Felixlândia, MG",15235
"Fernandes Tourinho, MG",3394
"Ferros, MG",9949
"Fervedouro, MG",10957
"Florestal, MG",7386
"Formiga, MG",67540
"Formoso, MG",9431
"Fortaleza de Minas, MG",4387
"Fortuna de Minas, MG",2927
"Francisco Badaró, MG",10343
"Francisco Dumont, MG",5187
"Francisco Sá, MG",26181
"Franciscópolis, MG",5446
"Frei Gaspar, MG",5891
"Frei Inocêncio, MG",9555
"Frei Lagonegro, MG",3469
"Fronteira, MG",17701
"Fronteira dos Vales, MG",4601
"Fruta de Leite, MG",5441
"Frutal, MG",58962
"Funilândia, MG",4304
"Galiléia, MG",6844
"Gameleiras, MG",5122
"Glaucilândia, MG",3136
"Goiabeira, MG",3328
"Goianá, MG",3940
"Gonçalves, MG",4345
"Gonzaga, MG",6145
"Gouveia, MG",11833
"Governador Valadares, MG",278685
"Grão Mogol, MG",15779
"Grupiara, MG",1389
"Guanhães, MG",34057
"Guapé, MG",14233
"Guaraciaba, MG",10333
"Guaraciama, MG",4954
"Guaranésia, MG",19025
"Guarani, MG",8903
"Guarará, MG",3818
"Guarda-Mor, MG",6591
"Guaxupé, MG",51750
"Guidoval, MG",7105
"Guimarânia, MG",7971
"Guiricema, MG",8442
"Gurinhatã, MG",5704
"Heliodora, MG",6524
"Iapu, MG",10867
"Ibertioga, MG",5033
"Ibiá, MG",25035
"Ibiaí, MG",8351
"Ibiracatu, MG",5975
"Ibiraci, MG",13687
"Ibirité, MG",179015
"Ibitiúra de Minas, MG",3483
"Ibituruna, MG",2982
"Icaraí de Minas, MG",11879
"Igarapé, MG",42246
"Igaratinga, MG",10709
"Iguatama, MG",7971
"Ijaci, MG",6488
"Ilicínea, MG",12303
"Imbé de Minas, MG",6865
"Inconfidentes, MG",7297
"Indaiabira, MG",7363
"Indianópolis, MG",6829
"Ingaí, MG",2757
"Inhapim, MG",24204
"Inhaúma, MG",6228
"Inimutaba, MG",7467
"Ipaba, MG",18438
"Ipanema, MG",19717
"Ipatinga, MG",261344
"Ipiaçu, MG",4217
"Ipuiúna, MG",10039
"Iraí de Minas, MG",6944
"Itabira, MG",119186
"Itabirinha, MG",11446
"Itabirito, MG",51281
"Itacambira, MG",5353
"Itacarambi, MG",18142
"Itaguara, MG",13278
"Itaipé, MG",12681
"Itajubá, MG",96389
"Itamarandiba, MG",34527
"Itamarati de Minas, MG",4333
"Itambacuri, MG",23212
"Itambé do Mato Dentro, MG",2107
"Itamogi, MG",10229
"Itamonte, MG",15440
"Itanhandu, MG",15236
"Itanhomi, MG",12212
"Itaobim, MG",21096
"Itapagipe, MG",15102
"Itapecerica, MG",21763
"Itapeva, MG",9682
"Itatiaiuçu, MG",11037
"Itaú de Minas, MG",16014
"Itaúna, MG",92561
"Itaverava, MG",5470
"Itinga, MG",14956
"Itueta, MG",6039
"Ituiutaba, MG",104067
"Itumirim, MG",6048
"Iturama, MG",38822
"Itutinga, MG",3809
"Jaboticatubas, MG",19858
"Jacinto, MG",12329
"Jacuí, MG",7681
"Jacutinga, MG",25684
"Jaguaraçu, MG",3124
"Jaíba, MG",38413
"Jampruca, MG",5378
"Janaúba, MG",71265
"Januária, MG",67628
"Japaraíba, MG",4314
"Japonvar, MG",8556
"Jeceaba, MG",4973
"Jenipapo de Minas, MG",7645
"Jequeri, MG",12460
"Jequitaí, MG",7597
"Jequitibá, MG",5215
"Jequitinhonha, MG",25305
"Jesuânia, MG",4795
"Joaíma, MG",15410
"Joanésia, MG",4674
"João Monlevade, MG",79387
"João Pinheiro, MG",48561
"Joaquim Felício, MG",4662
"Jordânia, MG",10780
"José Gonçalves de Minas, MG",4516
"José Raydan, MG",4938
"Josenópolis, MG",4844
"Nova União, MG",5718
"Juatuba, MG",26484
"Juiz de Fora, MG",564310
"Juramento, MG",4316
"Juruaia, MG",10441
"Juvenília, MG",5733
"Ladainha, MG",18026
"Lagamar, MG",7627
"Lagoa da Prata, MG",51601
"Lagoa dos Patos, MG",4124
"Lagoa Dourada, MG",12953
"Lagoa Formosa, MG",17991
"Lagoa Grande, MG",9454
"Lagoa Santa, MG",63359
"Lajinha, MG",19928
"Lambari, MG",20719
"Lamim, MG",3404
"Laranjal, MG",6786
"Lassance, MG",6522
"Lavras, MG",102728
"Leandro Ferreira, MG",3233
"Leme do Prado, MG",4915
"Leopoldina, MG",52532
"Liberdade, MG",5109
"Lima Duarte, MG",16671
"Limeira do Oeste, MG",7481
"Lontra, MG",9008
"Luisburgo, MG",6275
"Luislândia, MG",6680
"Luminárias, MG",5454
"Luz, MG",18172
"Machacalis, MG",7110
"Machado, MG",41844
"Madre de Deus de Minas, MG",5087
"Malacacheta, MG",18700
"Mamonas, MG",6532
"Manga, MG",18594
"Manhuaçu, MG",89256
"Manhumirim, MG",22608
"Mantena, MG",27640
"Maravilhas, MG",7904
"Mar de Espanha, MG",12725
"Maria da Fé, MG",14136
"Mariana, MG",60142
"Marilac, MG",4134
"Mário Campos, MG",15207
"Maripá de Minas, MG",2959
"Marliéria, MG",4044
"Marmelópolis, MG",2784
"Martinho Campos, MG",13330
"Martins Soares, MG",8299
"Mata Verde, MG",8526
"Materlândia, MG",4482
"Mateus Leme, MG",30798
"Matias Barbosa, MG",14385
"Matias Cardoso, MG",11050
"Matipó, MG",18808
"Mato Verde, MG",12508
"Matozinhos, MG",37473
"Matutina, MG",3758
"Medeiros, MG",3771
"Medina, MG",20882
"Mendes Pimentel, MG",6446
"Mercês, MG",10720
"Mesquita, MG",5666
"Minas Novas, MG",31471
"Minduri, MG",3896
"Mirabela, MG",13557
"Miradouro, MG",10721
"Miraí, MG",14913
"Miravânia, MG",4861
"Moeda, MG",4904
"Moema, MG",7479
"Monjolos, MG",2240
"Monsenhor Paulo, MG",8648
"Montalvânia, MG",15012
"Monte Alegre de Minas, MG",20999
"Monte Azul, MG",21017
"Monte Belo, MG",13180
"Monte Carmelo, MG",47682
"Monte Formoso, MG",4889
"Monte Santo de Minas, MG",21534
"Montes Claros, MG",404804
"Monte Sião, MG",23569
"Montezuma, MG",8180
"Morada Nova de Minas, MG",8815
"Morro da Garça, MG",2488
"Morro do Pilar, MG",3211
"Munhoz, MG",6065
"Muriaé, MG",108113
"Mutum, MG",26997
"Muzambinho, MG",20594
"Nacip Raydan, MG",3219
"Nanuque, MG",40839
"Naque, MG",6939
"Natalândia, MG",3314
"Natércia, MG",4731
"Nazareno, MG",8555
"Nepomuceno, MG",26709
"Ninheira, MG",10263
"Nova Belém, MG",3255
"Nova Era, MG",17607
"Nova Lima, MG",93577
"Nova Módica, MG",3627
"Nova Ponte, MG",15280
"Nova Porteirinha, MG",7504
"Nova Resende, MG",16610
"Nova Serrana, MG",99770
"Novo Cruzeiro, MG",31326
"Novo Oriente de Minas, MG",10731
"Novorizonte, MG",5273
"Olaria, MG",1775
"Olhos d'Água, MG",6018
"Olímpio Noronha, MG",2765
"Oliveira, MG",41529
"Oliveira Fortes, MG",2136
"Onça de Pitangui, MG",3144
"Oratórios, MG",4647
"Orizânia, MG",7954
"Ouro Branco, MG",39121
"Ouro Fino, MG",33481
"Ouro Preto, MG",73994
"Ouro Verde de Minas, MG",5954
"Padre Carvalho, MG",6332
"Padre Paraíso, MG",20052
"Paineiras, MG",4510
"Pains, MG",8270
"Pai Pedro, MG",6084
"Paiva, MG",1535
"Palma, MG",6621
"Palmópolis, MG",5671
"Papagaios, MG",15543
"Paracatu, MG",92430
"Pará de Minas, MG",93101
"Paraguaçu, MG",21418
"Paraisópolis, MG",20940
"Paraopeba, MG",24375
"Passabém, MG",1664
"Passa Quatro, MG",16294
"Passa Tempo, MG",8112
"Passa-Vinte, MG",2048
"Passos, MG",113998
"Patis, MG",5942
"Patos de Minas, MG",150833
"Patrocínio, MG",90041
"Patrocínio do Muriaé, MG",5652
"Paula Cândido, MG",9557
"Paulistas, MG",4849
"Pavão, MG",8481
"Peçanha, MG",17545
"Pedra Azul, MG",24319
"Pedra Bonita, MG",7065
"Pedra do Anta, MG",3100
"Pedra do Indaiá, MG",3969
"Pedra Dourada, MG",2475
"Pedralva, MG",11246
"Pedras de Maria da Cruz, MG",11453
"Pedrinópolis, MG",3626
"Pedro Leopoldo, MG",63789
"Pedro Teixeira, MG",1808
"Pequeri, MG",3310
"Pequi, MG",4379
"Perdigão, MG",11249
"Perdizes, MG",16009
"Perdões, MG",21291
"Periquito, MG",6847
"Pescador, MG",4246
"Piau, MG",2763
"Piedade de Caratinga, MG",8426
"Piedade de Ponte Nova, MG",4140
"Piedade do Rio Grande, MG",4528
"Piedade dos Gerais, MG",4955
"Pimenta, MG",8631
"Pingo-d'Água, MG",4894
"Pintópolis, MG",7490
"Piracema, MG",6421
"Pirajuba, MG",6044
"Piranga, MG",17618
"Piranguçu, MG",5455
"Piranguinho, MG",8550
"Pirapetinga, MG",10731
"Pirapora, MG",56208
"Piraúba, MG",10816
"Pitangui, MG",27755
"Piumhi, MG",34456
"Planura, MG",11968
"Poço Fundo, MG",16734
"Poços de Caldas, MG",166111
"Pocrane, MG",8508
"Pompéu, MG",31583
"Ponte Nova, MG",59605
